,x,y,SPEED_MAX_GUST,MEAN_TEMPERATURE,STATION_NAME,LOCAL_DATE,MAX_TEMPERATURE,MIN_TEMPERATURE,LOCAL_YEAR,TOTAL_PRECIPITATION,MAX_REL_HUMIDITY,MIN_REL_HUMIDITY,ID
173,-71.8236111111111,45.36888888888889,0.0,-8.5,LENNOXVILLE,2021-12-04,-2.7,-14.2,2021,0.0,88.0,43.0,7024280.2021.12.4
174,-71.8236111111111,45.36888888888889,0.0,-5.9,LENNOXVILLE,2021-12-05,-3.5,-8.3,2021,0.5,86.0,56.0,7024280.2021.12.5
175,-71.8236111111111,45.36888888888889,74.0,2.5,LENNOXVILLE,2021-12-06,10.5,-5.6,2021,18.7,98.0,65.0,7024280.2021.12.6
176,-71.8236111111111,45.36888888888889,76.0,-3.2,LENNOXVILLE,2021-12-07,1.8,-8.2,2021,0.0,66.0,39.0,7024280.2021.12.7
177,-71.8236111111111,45.36888888888889,0.0,-8.7,LENNOXVILLE,2021-12-08,-6.1,-11.3,2021,1.1,89.0,64.0,7024280.2021.12.8
178,-71.8236111111111,45.36888888888889,0.0,-11.1,LENNOXVILLE,2021-12-09,-7.8,-14.4,2021,1.4,88.0,72.0,7024280.2021.12.9
179,-71.8236111111111,45.36888888888889,0.0,-8.1,LENNOXVILLE,2021-12-10,-0.6,-15.5,2021,0.4,91.0,74.0,7024280.2021.12.10
180,-71.8236111111111,45.36888888888889,69.0,4.0,LENNOXVILLE,2021-12-11,11.6,-3.6,2021,9.5,96.0,58.0,7024280.2021.12.11
181,-71.8236111111111,45.36888888888889,96.0,2.8,LENNOXVILLE,2021-12-12,5.4,0.1,2021,0.6,62.0,34.0,7024280.2021.12.12
182,-71.8236111111111,45.36888888888889,45.0,3.8,LENNOXVILLE,2021-12-13,7.4,0.1,2021,0.0,68.0,53.0,7024280.2021.12.13
183,-71.8236111111111,45.36888888888889,43.0,-2.6,LENNOXVILLE,2021-12-14,4.2,-9.4,2021,0.0,88.0,40.0,7024280.2021.12.14
184,-71.8236111111111,45.36888888888889,45.0,-4.0,LENNOXVILLE,2021-12-15,2.4,-10.4,2021,3.3,95.0,52.0,7024280.2021.12.15
185,-71.8236111111111,45.36888888888889,0.0,6.6,LENNOXVILLE,2021-12-16,12.8,0.5,2021,5.4,99.0,70.0,7024280.2021.12.16
186,-71.8236111111111,45.36888888888889,79.0,6.3,LENNOXVILLE,2021-12-17,13.9,-1.3,2021,0.0,64.0,38.0,7024280.2021.12.17
187,-71.8236111111111,45.36888888888889,0.0,-3.3,LENNOXVILLE,2021-12-18,-1.3,-5.3,2021,6.6,94.0,58.0,7024280.2021.12.18
188,-71.8236111111111,45.36888888888889,32.0,-6.9,LENNOXVILLE,2021-12-19,-3.5,-10.4,2021,1.8,94.0,70.0,7024280.2021.12.19
189,-71.8236111111111,45.36888888888889,0.0,-11.2,LENNOXVILLE,2021-12-20,-4.0,-18.4,2021,0.0,88.0,56.0,7024280.2021.12.20
190,-71.8236111111111,45.36888888888889,49.0,-4.5,LENNOXVILLE,2021-12-21,0.3,-9.3,2021,0.4,91.0,55.0,7024280.2021.12.21
191,-71.8236111111111,45.36888888888889,61.0,-3.8,LENNOXVILLE,2021-12-22,1.6,-9.3,2021,0.3,89.0,64.0,7024280.2021.12.22
192,-71.8236111111111,45.36888888888889,47.0,-14.7,LENNOXVILLE,2021-12-23,-7.4,-22.0,2021,0.0,83.0,56.0,7024280.2021.12.23
193,-71.8236111111111,45.36888888888889,0.0,-13.0,LENNOXVILLE,2021-12-24,-3.0,-23.0,2021,0.0,82.0,37.0,7024280.2021.12.24
194,-71.8236111111111,45.36888888888889,0.0,-9.1,LENNOXVILLE,2021-12-25,-3.0,-15.1,2021,2.0,93.0,71.0,7024280.2021.12.25
195,-71.8236111111111,45.36888888888889,31.0,-4.4,LENNOXVILLE,2021-12-26,-3.1,-5.7,2021,1.6,93.0,79.0,7024280.2021.12.26
196,-71.8236111111111,45.36888888888889,0.0,-8.1,LENNOXVILLE,2021-12-27,-5.2,-10.9,2021,0.0,90.0,72.0,7024280.2021.12.27
197,-71.8236111111111,45.36888888888889,38.0,-4.4,LENNOXVILLE,2021-12-28,-0.3,-8.4,2021,1.2,94.0,75.0,7024280.2021.12.28
198,-71.8236111111111,45.36888888888889,0.0,-5.0,LENNOXVILLE,2021-12-29,-2.4,-7.5,2021,0.0,91.0,71.0,7024280.2021.12.29
199,-71.8236111111111,45.36888888888889,0.0,-1.9,LENNOXVILLE,2021-12-30,1.9,-5.8,2021,0.6,98.0,81.0,7024280.2021.12.30
200,-71.8236111111111,45.36888888888889,0.0,0.9,LENNOXVILLE,2021-12-31,2.4,-0.6,2021,1.2,99.0,85.0,7024280.2021.12.31
201,-71.8236111111111,45.36888888888889,0.0,-0.3,LENNOXVILLE,2022-01-01,2.8,-3.4,2022,1.8,99.0,94.0,7024280.2022.1.1
202,-71.8236111111111,45.36888888888889,36.0,-10.8,LENNOXVILLE,2022-01-02,-0.8,-20.8,2022,6.7,93.0,72.0,7024280.2022.1.2
203,-71.8236111111111,45.36888888888889,0.0,-20.7,LENNOXVILLE,2022-01-03,-14.3,-27.0,2022,0.0,84.0,59.0,7024280.2022.1.3
204,-71.8236111111111,45.36888888888889,0.0,-15.8,LENNOXVILLE,2022-01-04,-4.6,-27.1,2022,0.0,84.0,74.0,7024280.2022.1.4
205,-71.8236111111111,45.36888888888889,0.0,-4.3,LENNOXVILLE,2022-01-05,0.9,-9.5,2022,0.0,96.0,55.0,7024280.2022.1.5
206,-71.8236111111111,45.36888888888889,50.0,-2.7,LENNOXVILLE,2022-01-06,1.5,-6.8,2022,0.0,91.0,55.0,7024280.2022.1.6
207,-71.8236111111111,45.36888888888889,38.0,-8.4,LENNOXVILLE,2022-01-07,-4.8,-12.0,2022,1.7,92.0,75.0,7024280.2022.1.7
208,-71.8236111111111,45.36888888888889,37.0,-15.4,LENNOXVILLE,2022-01-08,-12.0,-18.8,2022,0.1,79.0,54.0,7024280.2022.1.8
209,-71.8236111111111,45.36888888888889,71.0,-5.0,LENNOXVILLE,2022-01-09,2.4,-12.5,2022,1.5,94.0,39.0,7024280.2022.1.9
210,-71.8236111111111,45.36888888888889,58.0,-12.4,LENNOXVILLE,2022-01-10,-4.4,-20.4,2022,0.0,72.0,51.0,7024280.2022.1.10
211,-71.8236111111111,45.36888888888889,32.0,-23.7,LENNOXVILLE,2022-01-11,-20.1,-27.4,2022,0.0,73.0,43.0,7024280.2022.1.11
212,-71.8236111111111,45.36888888888889,40.0,-15.6,LENNOXVILLE,2022-01-12,-5.6,-25.7,2022,0.5,92.0,49.0,7024280.2022.1.12
213,-71.8236111111111,45.36888888888889,0.0,-5.3,LENNOXVILLE,2022-01-13,-3.0,-7.5,2022,1.9,96.0,90.0,7024280.2022.1.13
214,-71.8236111111111,45.36888888888889,43.0,-13.8,LENNOXVILLE,2022-01-14,-3.3,-24.4,2022,0.6,96.0,63.0,7024280.2022.1.14
215,-71.8236111111111,45.36888888888889,41.0,-24.2,LENNOXVILLE,2022-01-15,-21.2,-27.1,2022,0.0,77.0,48.0,7024280.2022.1.15
216,-71.8236111111111,45.36888888888889,0.0,-21.0,LENNOXVILLE,2022-01-16,-10.3,-31.7,2022,0.0,79.0,43.0,7024280.2022.1.16
217,-71.8236111111111,45.36888888888889,48.0,-6.5,LENNOXVILLE,2022-01-17,2.9,-16.0,2022,4.4,91.0,63.0,7024280.2022.1.17
218,-71.8236111111111,45.36888888888889,58.0,-15.0,LENNOXVILLE,2022-01-18,-5.9,-24.1,2022,0.0,83.0,49.0,7024280.2022.1.18
219,-71.8236111111111,45.36888888888889,41.0,-13.0,LENNOXVILLE,2022-01-19,0.3,-26.4,2022,2.8,85.0,73.0,7024280.2022.1.19
220,-71.8236111111111,45.36888888888889,38.0,-11.9,LENNOXVILLE,2022-01-20,-2.8,-21.1,2022,0.0,80.0,49.0,7024280.2022.1.20
221,-71.8236111111111,45.36888888888889,0.0,-23.2,LENNOXVILLE,2022-01-21,-15.4,-31.0,2022,0.0,81.0,48.0,7024280.2022.1.21
222,-71.8236111111111,45.36888888888889,0.0,-22.0,LENNOXVILLE,2022-01-22,-10.7,-33.4,2022,0.0,74.0,37.0,7024280.2022.1.22
223,-71.8236111111111,45.36888888888889,41.0,-14.7,LENNOXVILLE,2022-01-23,-5.9,-23.4,2022,0.0,84.0,48.0,7024280.2022.1.23
224,-71.8236111111111,45.36888888888889,0.0,-20.1,LENNOXVILLE,2022-01-24,-10.3,-29.9,2022,0.3,82.0,36.0,7024280.2022.1.24
225,-71.8236111111111,45.36888888888889,41.0,-9.0,LENNOXVILLE,2022-01-25,-4.5,-13.5,2022,0.9,86.0,58.0,7024280.2022.1.25
226,-71.8236111111111,45.36888888888889,0.0,-22.5,LENNOXVILLE,2022-01-26,-13.2,-31.8,2022,0.0,77.0,42.0,7024280.2022.1.26
227,-71.8236111111111,45.36888888888889,45.0,-19.5,LENNOXVILLE,2022-01-27,-6.2,-32.8,2022,0.3,84.0,41.0,7024280.2022.1.27
228,-71.8236111111111,45.36888888888889,41.0,-17.0,LENNOXVILLE,2022-01-28,-6.1,-28.0,2022,0.4,88.0,57.0,7024280.2022.1.28
229,-71.8236111111111,45.36888888888889,45.0,-20.7,LENNOXVILLE,2022-01-29,-14.1,-27.2,2022,0.0,78.0,45.0,7024280.2022.1.29
230,-71.8236111111111,45.36888888888889,37.0,-14.8,LENNOXVILLE,2022-01-30,-10.4,-19.2,2022,0.0,68.0,37.0,7024280.2022.1.30
231,-71.8236111111111,45.36888888888889,0.0,-13.4,LENNOXVILLE,2022-01-31,-6.5,-20.3,2022,0.0,87.0,49.0,7024280.2022.1.31
232,-71.8236111111111,45.36888888888889,40.0,-11.1,LENNOXVILLE,2022-02-01,-0.4,-21.8,2022,0.0,81.0,37.0,7024280.2022.2.1
233,-71.8236111111111,45.36888888888889,43.0,2.7,LENNOXVILLE,2022-02-02,6.4,-1.1,2022,0.0,79.0,45.0,7024280.2022.2.2
234,-71.8236111111111,45.36888888888889,36.0,-3.4,LENNOXVILLE,2022-02-03,3.5,-10.3,2022,11.7,97.0,82.0,7024280.2022.2.3
235,-71.8236111111111,45.36888888888889,35.0,-11.4,LENNOXVILLE,2022-02-04,-9.2,-13.5,2022,11.5,90.0,71.0,7024280.2022.2.4
236,-71.8236111111111,45.36888888888889,38.0,-18.4,LENNOXVILLE,2022-02-05,-11.5,-25.4,2022,0.5,85.0,53.0,7024280.2022.2.5
237,-71.8236111111111,45.36888888888889,36.0,-18.0,LENNOXVILLE,2022-02-06,-5.6,-30.3,2022,0.0,80.0,40.0,7024280.2022.2.6
238,-71.8236111111111,45.36888888888889,32.0,-5.3,LENNOXVILLE,2022-02-07,0.8,-11.5,2022,0.2,92.0,53.0,7024280.2022.2.7
239,-71.8236111111111,45.36888888888889,0.0,-1.1,LENNOXVILLE,2022-02-08,0.9,-3.1,2022,0.7,93.0,82.0,7024280.2022.2.8
240,-71.8236111111111,45.36888888888889,0.0,-0.9,LENNOXVILLE,2022-02-09,3.5,-5.3,2022,0.0,85.0,42.0,7024280.2022.2.9
241,-71.8236111111111,45.36888888888889,47.0,1.9,LENNOXVILLE,2022-02-10,4.2,-0.4,2022,3.0,95.0,65.0,7024280.2022.2.10
242,-71.8236111111111,45.36888888888889,55.0,3.3,LENNOXVILLE,2022-02-11,7.6,-1.0,2022,0.0,79.0,39.0,7024280.2022.2.11
243,-71.8236111111111,45.36888888888889,73.0,-3.2,LENNOXVILLE,2022-02-12,6.8,-13.1,2022,1.6,94.0,47.0,7024280.2022.2.12
244,-71.8236111111111,45.36888888888889,0.0,-15.6,LENNOXVILLE,2022-02-13,-11.8,-19.5,2022,0.0,71.0,35.0,7024280.2022.2.13
245,-71.8236111111111,45.36888888888889,36.0,-16.0,LENNOXVILLE,2022-02-14,-13.8,-18.3,2022,0.2,76.0,48.0,7024280.2022.2.14
246,-71.8236111111111,45.36888888888889,36.0,-15.7,LENNOXVILLE,2022-02-15,-9.8,-21.5,2022,0.0,81.0,49.0,7024280.2022.2.15
247,-71.8236111111111,45.36888888888889,72.0,-9.2,LENNOXVILLE,2022-02-16,4.4,-22.9,2022,0.3,80.0,42.0,7024280.2022.2.16
248,-71.8236111111111,45.36888888888889,38.0,3.5,LENNOXVILLE,2022-02-17,7.5,-0.5,2022,28.5,98.0,65.0,7024280.2022.2.17
249,-71.8236111111111,45.36888888888889,0.0,-7.2,LENNOXVILLE,2022-02-18,-0.5,-13.9,2022,9.0,97.0,69.0,7024280.2022.2.18
250,-71.8236111111111,45.36888888888889,57.0,-9.7,LENNOXVILLE,2022-02-19,-3.5,-15.8,2022,3.4,93.0,69.0,7024280.2022.2.19
251,-71.8236111111111,45.36888888888889,53.0,-9.8,LENNOXVILLE,2022-02-20,-0.1,-19.6,2022,0.0,82.0,51.0,7024280.2022.2.20
252,-71.8236111111111,45.36888888888889,0.0,-1.7,LENNOXVILLE,2022-02-21,2.1,-5.4,2022,0.0,78.0,60.0,7024280.2022.2.21
253,-71.8236111111111,45.36888888888889,35.0,0.0,LENNOXVILLE,2022-02-22,6.9,-6.9,2022,15.3,97.0,54.0,7024280.2022.2.22
254,-71.8236111111111,45.36888888888889,71.0,-2.7,LENNOXVILLE,2022-02-23,7.5,-12.9,2022,1.2,99.0,57.0,7024280.2022.2.23
255,-71.8236111111111,45.36888888888889,36.0,-11.9,LENNOXVILLE,2022-02-24,-8.3,-15.5,2022,0.0,78.0,41.0,7024280.2022.2.24
256,-71.8236111111111,45.36888888888889,0.0,-14.1,LENNOXVILLE,2022-02-25,-10.9,-17.4,2022,6.4,85.0,65.0,7024280.2022.2.25
257,-71.8236111111111,45.36888888888889,43.0,-13.0,LENNOXVILLE,2022-02-26,-4.9,-21.0,2022,0.0,85.0,43.0,7024280.2022.2.26
258,-71.8236111111111,45.36888888888889,65.0,-8.4,LENNOXVILLE,2022-02-27,-2.4,-14.5,2022,2.0,94.0,55.0,7024280.2022.2.27
259,-71.8236111111111,45.36888888888889,40.0,-18.6,LENNOXVILLE,2022-02-28,-12.7,-24.5,2022,0.0,77.0,44.0,7024280.2022.2.28
260,-71.8236111111111,45.36888888888889,40.0,-13.8,LENNOXVILLE,2022-03-01,-2.8,-24.8,2022,4.8,94.0,54.0,7024280.2022.3.1
261,-71.8236111111111,45.36888888888889,32.0,-7.2,LENNOXVILLE,2022-03-02,-4.5,-10.0,2022,1.4,91.0,59.0,7024280.2022.3.2
262,-71.8236111111111,45.36888888888889,46.0,-13.3,LENNOXVILLE,2022-03-03,-7.0,-19.6,2022,1.6,92.0,44.0,7024280.2022.3.3
263,-71.8236111111111,45.36888888888889,49.0,-16.1,LENNOXVILLE,2022-03-04,-5.6,-26.6,2022,0.0,85.0,40.0,7024280.2022.3.4
264,-71.8236111111111,45.36888888888889,0.0,-7.7,LENNOXVILLE,2022-03-05,-0.5,-14.9,2022,0.3,91.0,33.0,7024280.2022.3.5
265,-71.8236111111111,45.36888888888889,75.0,5.9,LENNOXVILLE,2022-03-06,13.1,-1.4,2022,7.4,96.0,58.0,7024280.2022.3.6
266,-71.8236111111111,45.36888888888889,52.0,2.1,LENNOXVILLE,2022-03-07,5.0,-0.8,2022,9.9,98.0,68.0,7024280.2022.3.7
267,-71.8236111111111,45.36888888888889,56.0,-5.0,LENNOXVILLE,2022-03-08,-0.5,-9.4,2022,1.3,95.0,52.0,7024280.2022.3.8
268,-71.8236111111111,45.36888888888889,34.0,-3.1,LENNOXVILLE,2022-03-09,2.4,-8.6,2022,0.0,84.0,46.0,7024280.2022.3.9
269,-71.8236111111111,45.36888888888889,48.0,-0.4,LENNOXVILLE,2022-03-10,3.9,-4.7,2022,0.0,81.0,42.0,7024280.2022.3.10
270,-71.8236111111111,45.36888888888889,36.0,-0.1,LENNOXVILLE,2022-03-11,5.5,-5.7,2022,0.0,89.0,42.0,7024280.2022.3.11
271,-71.8236111111111,45.36888888888889,48.0,-1.0,LENNOXVILLE,2022-03-12,5.4,-7.4,2022,15.5,97.0,62.0,7024280.2022.3.12
272,-71.8236111111111,45.36888888888889,53.0,-7.8,LENNOXVILLE,2022-03-13,-5.6,-10.0,2022,0.2,86.0,49.0,7024280.2022.3.13
273,-71.8236111111111,45.36888888888889,40.0,-2.5,LENNOXVILLE,2022-03-14,3.0,-8.0,2022,1.8,98.0,51.0,7024280.2022.3.14
274,-71.8236111111111,45.36888888888889,0.0,0.3,LENNOXVILLE,2022-03-15,3.3,-2.8,2022,1.1,98.0,48.0,7024280.2022.3.15
275,-71.8236111111111,45.36888888888889,0.0,1.6,LENNOXVILLE,2022-03-16,9.3,-6.1,2022,0.0,95.0,39.0,7024280.2022.3.16
276,-71.8236111111111,45.36888888888889,41.0,8.8,LENNOXVILLE,2022-03-17,17.7,0.0,2022,0.1,90.0,38.0,7024280.2022.3.17
277,-71.8236111111111,45.36888888888889,0.0,6.7,LENNOXVILLE,2022-03-18,13.3,0.2,2022,0.0,96.0,61.0,7024280.2022.3.18
278,-71.8236111111111,45.36888888888889,48.0,5.3,LENNOXVILLE,2022-03-19,7.9,2.7,2022,7.8,96.0,77.0,7024280.2022.3.19
279,-71.8236111111111,45.36888888888889,33.0,4.1,LENNOXVILLE,2022-03-20,6.7,1.5,2022,1.7,99.0,85.0,7024280.2022.3.20
280,-71.8236111111111,45.36888888888889,56.0,1.7,LENNOXVILLE,2022-03-21,3.9,-0.5,2022,0.0,93.0,51.0,7024280.2022.3.21
281,-71.8236111111111,45.36888888888889,53.0,-1.3,LENNOXVILLE,2022-03-22,0.8,-3.5,2022,0.1,64.0,43.0,7024280.2022.3.22
282,-71.8236111111111,45.36888888888889,0.0,-0.2,LENNOXVILLE,2022-03-23,6.5,-6.9,2022,0.0,84.0,40.0,7024280.2022.3.23
283,-71.8236111111111,45.36888888888889,51.0,4.7,LENNOXVILLE,2022-03-24,8.4,1.0,2022,8.7,88.0,52.0,7024280.2022.3.24
284,-71.8236111111111,45.36888888888889,31.0,4.2,LENNOXVILLE,2022-03-25,7.0,1.4,2022,8.0,97.0,81.0,7024280.2022.3.25
285,-71.8236111111111,45.36888888888889,33.0,3.8,LENNOXVILLE,2022-03-26,6.4,1.3,2022,0.0,94.0,64.0,7024280.2022.3.26
286,-71.8236111111111,45.36888888888889,46.0,-2.9,LENNOXVILLE,2022-03-27,2.9,-8.7,2022,0.2,95.0,65.0,7024280.2022.3.27
287,-71.8236111111111,45.36888888888889,46.0,-10.1,LENNOXVILLE,2022-03-28,-8.6,-11.7,2022,0.6,86.0,50.0,7024280.2022.3.28
288,-71.8236111111111,45.36888888888889,41.0,-6.9,LENNOXVILLE,2022-03-29,-3.7,-10.1,2022,0.0,77.0,51.0,7024280.2022.3.29
289,-71.8236111111111,45.36888888888889,0.0,-1.9,LENNOXVILLE,2022-03-30,3.5,-7.3,2022,4.6,94.0,37.0,7024280.2022.3.30
290,-71.8236111111111,45.36888888888889,0.0,6.6,LENNOXVILLE,2022-03-31,12.9,0.3,2022,8.5,98.0,67.0,7024280.2022.3.31
291,-71.8236111111111,45.36888888888889,44.0,4.0,LENNOXVILLE,2022-04-01,9.9,-1.9,2022,1.4,95.0,70.0,7024280.2022.4.1
292,-71.8236111111111,45.36888888888889,52.0,1.3,LENNOXVILLE,2022-04-02,4.9,-2.4,2022,0.1,83.0,43.0,7024280.2022.4.2
293,-71.8236111111111,45.36888888888889,0.0,2.1,LENNOXVILLE,2022-04-03,7.2,-3.0,2022,0.1,92.0,40.0,7024280.2022.4.3
294,-71.8236111111111,45.36888888888889,44.0,3.9,LENNOXVILLE,2022-04-04,8.4,-0.7,2022,0.0,93.0,35.0,7024280.2022.4.4
295,-71.8236111111111,45.36888888888889,36.0,4.0,LENNOXVILLE,2022-04-05,10.6,-2.6,2022,0.1,88.0,29.0,7024280.2022.4.5
296,-71.8236111111111,45.36888888888889,31.0,6.5,LENNOXVILLE,2022-04-06,16.2,-3.2,2022,0.0,82.0,25.0,7024280.2022.4.6
297,-71.8236111111111,45.36888888888889,38.0,4.6,LENNOXVILLE,2022-04-07,7.5,1.7,2022,16.0,89.0,54.0,7024280.2022.4.7
298,-71.8236111111111,45.36888888888889,36.0,3.8,LENNOXVILLE,2022-04-08,8.6,-1.0,2022,8.7,98.0,73.0,7024280.2022.4.8
299,-71.8236111111111,45.36888888888889,37.0,3.9,LENNOXVILLE,2022-04-09,9.1,-1.3,2022,12.7,98.0,81.0,7024280.2022.4.9
300,-71.8236111111111,45.36888888888889,41.0,4.7,LENNOXVILLE,2022-04-10,7.3,2.0,2022,0.0,97.0,67.0,7024280.2022.4.10
301,-71.8236111111111,45.36888888888889,32.0,5.9,LENNOXVILLE,2022-04-11,12.6,-0.8,2022,0.8,91.0,33.0,7024280.2022.4.11
302,-71.8236111111111,45.36888888888889,54.0,8.1,LENNOXVILLE,2022-04-12,15.0,1.2,2022,6.9,97.0,26.0,7024280.2022.4.12
303,-71.8236111111111,45.36888888888889,37.0,6.0,LENNOXVILLE,2022-04-13,12.7,-0.7,2022,26.8,97.0,44.0,7024280.2022.4.13
304,-71.8236111111111,45.36888888888889,34.0,9.7,LENNOXVILLE,2022-04-14,13.9,5.6,2022,15.2,98.0,73.0,7024280.2022.4.14
305,-71.8236111111111,45.36888888888889,77.0,7.9,LENNOXVILLE,2022-04-15,14.3,1.5,2022,4.6,96.0,29.0,7024280.2022.4.15
306,-71.8236111111111,45.36888888888889,40.0,4.1,LENNOXVILLE,2022-04-16,7.2,1.1,2022,8.4,92.0,59.0,7024280.2022.4.16
307,-71.8236111111111,45.36888888888889,48.0,1.7,LENNOXVILLE,2022-04-17,4.7,-1.2,2022,0.1,80.0,53.0,7024280.2022.4.17
308,-71.8236111111111,45.36888888888889,49.0,5.1,LENNOXVILLE,2022-04-18,12.9,-2.7,2022,0.0,82.0,28.0,7024280.2022.4.18
309,-71.8236111111111,45.36888888888889,74.0,7.0,LENNOXVILLE,2022-04-19,12.8,1.2,2022,5.4,93.0,60.0,7024280.2022.4.19
310,-71.8236111111111,45.36888888888889,48.0,1.4,LENNOXVILLE,2022-04-20,5.2,-2.4,2022,1.4,94.0,50.0,7024280.2022.4.20
311,-71.8236111111111,45.36888888888889,55.0,4.6,LENNOXVILLE,2022-04-21,12.6,-3.5,2022,1.7,93.0,35.0,7024280.2022.4.21
312,-71.8236111111111,45.36888888888889,53.0,4.4,LENNOXVILLE,2022-04-22,10.2,-1.4,2022,1.9,84.0,42.0,7024280.2022.4.22
313,-71.8236111111111,45.36888888888889,31.0,2.9,LENNOXVILLE,2022-04-23,9.0,-3.3,2022,0.0,86.0,26.0,7024280.2022.4.23
314,-71.8236111111111,45.36888888888889,0.0,4.8,LENNOXVILLE,2022-04-24,13.2,-3.6,2022,0.0,84.0,23.0,7024280.2022.4.24
315,-71.8236111111111,45.36888888888889,41.0,11.0,LENNOXVILLE,2022-04-25,20.2,1.9,2022,0.0,68.0,26.0,7024280.2022.4.25
316,-71.8236111111111,45.36888888888889,37.0,11.1,LENNOXVILLE,2022-04-26,13.8,8.4,2022,6.0,97.0,46.0,7024280.2022.4.26
317,-71.8236111111111,45.36888888888889,40.0,4.6,LENNOXVILLE,2022-04-27,8.6,0.6,2022,12.3,94.0,74.0,7024280.2022.4.27
318,-71.8236111111111,45.36888888888889,64.0,4.3,LENNOXVILLE,2022-04-28,8.1,0.5,2022,0.0,78.0,28.0,7024280.2022.4.28
319,-71.8236111111111,45.36888888888889,43.0,4.0,LENNOXVILLE,2022-04-29,8.6,-0.7,2022,0.0,70.0,38.0,7024280.2022.4.29
320,-71.8236111111111,45.36888888888889,34.0,5.8,LENNOXVILLE,2022-04-30,11.6,0.0,2022,0.0,92.0,44.0,7024280.2022.4.30
321,-71.8236111111111,45.36888888888889,0.0,8.3,LENNOXVILLE,2022-05-01,18.6,-1.9,2022,0.0,95.0,33.0,7024280.2022.5.1
322,-71.8236111111111,45.36888888888889,43.0,12.1,LENNOXVILLE,2022-05-02,21.4,2.8,2022,0.0,87.0,29.0,7024280.2022.5.2
323,-71.8236111111111,45.36888888888889,35.0,14.0,LENNOXVILLE,2022-05-03,18.6,9.4,2022,0.2,89.0,48.0,7024280.2022.5.3
324,-71.8236111111111,45.36888888888889,0.0,9.4,LENNOXVILLE,2022-05-04,12.7,6.1,2022,8.4,97.0,73.0,7024280.2022.5.4
325,-71.8236111111111,45.36888888888889,40.0,7.0,LENNOXVILLE,2022-05-05,13.3,0.7,2022,0.0,92.0,36.0,7024280.2022.5.5
326,-71.8236111111111,45.36888888888889,34.0,5.6,LENNOXVILLE,2022-05-06,12.3,-1.0,2022,0.0,94.0,29.0,7024280.2022.5.6
327,-71.8236111111111,45.36888888888889,41.0,6.6,LENNOXVILLE,2022-05-07,14.7,-1.4,2022,0.0,75.0,22.0,7024280.2022.5.7
328,-71.8236111111111,45.36888888888889,0.0,9.5,LENNOXVILLE,2022-05-08,18.6,0.5,2022,0.0,59.0,15.0,7024280.2022.5.8
329,-71.8236111111111,45.36888888888889,0.0,11.3,LENNOXVILLE,2022-05-09,23.0,-0.3,2022,0.0,69.0,14.0,7024280.2022.5.9
330,-71.8236111111111,45.36888888888889,31.0,13.8,LENNOXVILLE,2022-05-10,25.4,2.3,2022,0.0,76.0,17.0,7024280.2022.5.10
331,-71.8236111111111,45.36888888888889,0.0,16.1,LENNOXVILLE,2022-05-11,27.7,4.4,2022,0.0,77.0,11.0,7024280.2022.5.11
332,-71.8236111111111,45.36888888888889,0.0,18.6,LENNOXVILLE,2022-05-12,30.6,6.7,2022,0.0,86.0,19.0,7024280.2022.5.12
333,-71.8236111111111,45.36888888888889,34.0,20.9,LENNOXVILLE,2022-05-13,30.4,11.3,2022,0.0,86.0,25.0,7024280.2022.5.13
334,-71.8236111111111,45.36888888888889,0.0,22.1,LENNOXVILLE,2022-05-14,31.2,13.0,2022,0.0,92.0,31.0,7024280.2022.5.14
335,-71.8236111111111,45.36888888888889,33.0,18.0,LENNOXVILLE,2022-05-15,20.6,15.3,2022,29.5,99.0,80.0,7024280.2022.5.15
336,-71.8236111111111,45.36888888888889,46.0,20.7,LENNOXVILLE,2022-05-16,27.1,14.2,2022,10.2,99.0,45.0,7024280.2022.5.16
337,-71.8236111111111,45.36888888888889,52.0,10.0,LENNOXVILLE,2022-05-17,14.3,5.7,2022,8.1,94.0,68.0,7024280.2022.5.17
338,-71.8236111111111,45.36888888888889,45.0,9.1,LENNOXVILLE,2022-05-18,14.9,3.3,2022,0.4,92.0,34.0,7024280.2022.5.18
339,-71.8236111111111,45.36888888888889,36.0,7.8,LENNOXVILLE,2022-05-19,14.6,1.0,2022,8.2,97.0,40.0,7024280.2022.5.19
340,-71.8236111111111,45.36888888888889,39.0,16.7,LENNOXVILLE,2022-05-20,24.9,8.6,2022,0.1,98.0,45.0,7024280.2022.5.20
341,-71.8236111111111,45.36888888888889,88.0,23.2,LENNOXVILLE,2022-05-21,30.8,15.7,2022,6.0,94.0,55.0,7024280.2022.5.21
342,-71.8236111111111,45.36888888888889,46.0,18.6,LENNOXVILLE,2022-05-22,28.4,8.9,2022,18.7,99.0,54.0,7024280.2022.5.22
343,-71.8236111111111,45.36888888888889,39.0,8.8,LENNOXVILLE,2022-05-23,14.1,3.6,2022,0.0,95.0,46.0,7024280.2022.5.23
344,-71.8236111111111,45.36888888888889,0.0,9.5,LENNOXVILLE,2022-05-24,17.8,1.2,2022,0.0,96.0,38.0,7024280.2022.5.24
345,-71.8236111111111,45.36888888888889,0.0,13.8,LENNOXVILLE,2022-05-25,21.7,5.8,2022,0.0,95.0,27.0,7024280.2022.5.25
346,-71.8236111111111,45.36888888888889,52.0,16.0,LENNOXVILLE,2022-05-26,22.7,9.3,2022,0.0,87.0,42.0,7024280.2022.5.26
